id,fulltext,label
33,enggak kan yang dapet prakerja mama terus yg ngerjain skill akademi aku terus mama bilang coba sertifikat nya kalau bisa pakai nama kamu aja kira pengaruh gak,netral

34,boleh nanya gak kenapa beda apa karena email kah,netral

35,min saya sudah beri ulas di tokopedia juga di skill akademi kira ini kenapa tidak centang hijau dan kapan sertifikat bakal bisa konfirmasi ke akun prakerja,negatif

36,eh kak maaf jbjb kalau misal nama yg pakai buat skill akademi di sertifikat beda sama nama guna tokopedia sama prakerja kira sertifikat bakal bisa masuk gak kan soal aku yg dapet prakerja mama terus bilang sertifikat isi nama kamu aja tapi buat no hp sama,netral

37,iya kak soal email prakerja sama latih maupun ewallet beda gak papa kan yang penting no hp sama ya,netral

38,kak nomor resi ini kok tidak ada update lagi ya,negatif

39,gada otak emang bisa ga valid lain kali kalau retur ain resi otomatis,negatif

40,kok saya ga direspon ya sampai detik ini ini gimana coba level saya udah diamond yg balas malah bot,negatif

41,rt admin tolong dong ya kok ga valid resi yg bener aja kok bisa kayak gin sih,negatif

42,oke kak mohon bantu,positif

43,hari hari error mulu pas bayar kenapa ya,negatif

44,saya buat tweet kayak gin karna saya ga direspon sama admin di aplikasi tokopedianya padahal level saya sudah diamond ini bagaimana coba kelas diamond aja ga ditanggapin loh yg balas malah si tanya alias si bot tokopedia heran saya sama,negatif

45,admin tolong dong ya kok ga valid resi yg bener aja kok bisa kayak gin sih,negatif

46,wah sama nih udah bbeberapa hari begini ga bisa transaksi kenapa ya,negatif

47,boleh aja ka karna aku udah lulus praker juga sertifikat bakal tetep masuk ko yg penting no hp sama semua yaa dari akun praker toped skillacademy eh nanya nya sama kan kaya tanya aku,positif

48,hoiini lhodilihat dulubener gak ini barang mangkrak gak kirim mulai tanggal baru kirim hari ini,negatif

49,akun bodong min,netral

50,sudah di dm yaa,positif

51,halo tokopedia saya mau tanya barang saya tidak kunjung sampai nih saya udah telepon ekspedisi dan kata barang tukar pihak namun sudah hari tetap tidak ada kabar yang saya mau tanya apabila barang tidak kunjung datang ini apakah akan autoselesai,negatif

52,okay terima kasih info,positif

53,iya ka karena email ma nomer hp masing udah daftar di bukalapaknetralrus pas coba login tokped akun udah nonaktif jd inget alam saya dulu bisa beli di tokped yg beda akun jd mau mastiin lg takut udah beda lg tentu ka,netral

54,ok kak udah aku reply di dm,positif

55,halo selamat malam mau tanya kenapa conversi cicil saya belum masuk ya ke bank padahal sudah x statement masih full tagih bagaimana ini transaksi tanggal februari tagih saya masih full,negatif

56,tadi beli pulsa di dari jam sore masih belum masuk gimana yaa ko lama bgt,negatif

57,kok tokopedia curang ya kembali dana ga dari total barang yg saya belanja ini yg maling grab apa tokopedia nihini kok jadi kayak abg labil ya tokopedia aduh gimana nih temen saya pada nanyain belanja tokped aman apa ga wkakkakakaka,negatif

58,link amp link produk amp harga sama punya rating produk beda link ke saya post tanya saya kena produk ini di forum diskusi tapi tidak pernah respon jg susah sekali hubung seller ini,negatif

59,min saya beli pulsa di tokped kok blm masuk yah proses mulu,negatif

60,selamat malam admin saya baca berita dari pln ada pogram super electrilife untuk diskon tambah daya yang juga kerja sama dengan e commerce apakah ada info lebih detail nya admin terima kasih,netral

61,haloini ada admin nya ga bales lah dm gwkacau nih barang ga nyampe masih aja pake di tau jual tipu,negatif

62,bagaimana ini jual tidak merespon saya sama sekali saya kirim tanya yg sama via inbox juga hanya baca tidak pernah merespon saya coba kirim screenshot ini di platform tokopedia gagal kirim gambar,negatif

63,bantu jawab baik sama kak tapi kalau paksa beda alam belum bisa aja kak nanti ulas tulis nama kakak,positif

64,rt mohon bantuanya saya komplain melaui email tp banyak sekali yany harus di lengkap dan ulang,negatif

65,halo kaka admin mau tanya masih bisa beli latih prakerja di tokopedia dengan nomer hpemail daftar yg beda ga ya saya liat sudah ada banyak latih di tokopedianetralerima kasih,netral

66,min kalo ada kasus komplain ujung retur refund tapi sellernya kasih alamat retur ke papua yang mana bukan alamat asli mereka itu bakal kena sanksi nggak sih soal bikin resah juga banyak yg ngepost kaya gin di beberapa forum facebook,negatif

67,btw tokped beneran ngadain begini,netral

68,halo saya beli dan telah selesai latih prakerja kelas tulis di lalu tokopedia namun hingga saat ini sertifikat latih belum muncul di akun pra kerja saya mohon konfirmasi,negatif

69,aku juga begitu kak bikin sampk aneh aja dah lama semua akun dianggep punya orang doang ckck lagi apa salah payment pake mbanking orang dah min yg penting bayar toh ga semua orang punya mbanking soal,negatif

70,hayra bisa kasih aku nomor telfon csnya aja ga aku mau telfon aja,negatif

71,aku tau sebenernya kendala gara temen aku juga pakai kode promo yg sama nah aku tuh betul pernah isiin ovonya dia jadi kedetect bagai curang udah x komplain masih belum dibenerin juga sistem hahaha aku uninstall aja capeq,negatif

72,ini sampe kapan bakal begini,negatif

73,min saya selalu gagal laku beli latih knp yah,negatif

74,maintenance sampe kapan min wong kupon sedia ya dipake malah transaksi batal,negatif

75,ini emang goblok asli ni paket dari senin status shipment to buyer ini juga ga rekomen blas paket aja pernah ilang di mereka hadeh,negatif

76,min aktivasi ovo saya gagal error gimana nih,negatif

77,kelas usaha ini tidak bisa beri info yang jelas dan sangat payah tangan lapor minta data ktp tanpa alas yang jelas,negatif

78,rt seperti robot tidak jawab tanya minta ktp aja trus saya butuh jelas masalah saya,negatif

79,min gw suka belanja di tokped,positif

80,rt samasama kak arie senang kendala udah hasil selesai yaa,positif

81,min baca dm dong gw mau nang tau ih baru jadi mitra seller baru mau tarik saldo malah di hold,negatif

82,baru kali ini kecewa sama udah sampe jadi gold member malah diginiin alas di email sama tokped care beda gimana sih,negatif

83,selamat malam saya mohon bantu adik saya punya akun tokped dan saldo yang lumayan banyak karena refund tiket yang batal namun karena nohp yang guna untuk verifikasi lupa ditopup sehingga hangus jadi tidak bisa tarik saldo,negatif

84,saldo sudah potong dan status sudah aktif di dasbor prakerja mau ikut latih kaga bisa soal ga dpt kode dr tokopedia nya tp kenapa status nya nunggu bayar sedang saldo sudah potong,negatif

85,nomor kontak wa ku udah di blokir soal kek emang nakal seller nya,negatif

86,sudah min,positif

87,halo klu sudah jadi mitra tokopedia apa tidak bisa dapat bannerspanduk seperti marketplace belah,negatif

88,kmarin udah coba x ga ada kode otp sms masuk barusan blm ada mnt coba x lg tetap ga nerima kode otp smsini gmana mau masukin norek bank buat terima duit jual klo ga ada kode otp sms masuksinyal nohp kuat no aktif sms hari sekian x coba ga terima jg,negatif

89,dm saya tolong dtanggapi terima kasih,negatif

90,udah ku coba kak tapi gak bisa soal udah ku selesai,negatif

91,ga ada dm min,negatif

92,sudah saya respon mohon di tanggap terima kasih,positif

93,halo min bsa cek utk kupon emas mega cashback sya yg hilang padhal blm pakai,negatif

94,halo min kenapa dana refund trx belum kembali ke saldo saya info belum maksimal tanggal maret harus sudah kembali terimakasih min,negatif

95,sore min saldo tokopedia itu gabisa diapaapain ya selain tarik bisa gak saldo tokopedia untuk bayar barang yang akan beli,negatif

96,min saya ga bs beli paket prakerja kenapa ya pdhl udh jam loh ga saya coba mas aja begitu tulis,negatif

97,ivrxxiiii sudah lewat jam babi,negatif

98,kak mau komplen barang yang datang tidak sesuai dengan yang ada gimana ya,negatif

99,selamat sore min mohon bantu nya belanja dengan sedang dalam tahap komplain tapi saya salah klik batal komplain terimakasih,netral

100,halo min saya beli pulsa akhir tanggal maret tapi kok udah kena limit ya emang atur limit ini gimana sekarang,netral

101,min mohon bantu saya ada dm kait kendala beli barang saya mohon bantu min karena uang ga kecil,negatif

102,bayar ovo sedang down ya drtd ga bisa,negatif

103,jika kirim pesan tidak guna kode booking jne lain input manual resi jne apakah biaya kirim yg sudah bayar oleh jual bisa di cair kepada jual,netral

104,halo min semua kupon mega cashback maksimal bisa dpakai hari ini tgl maret ya,netral

105,cara dapat voucher tambah daya pln buat program super electrilife gimana ya,netral

106,ini mau beli pulsa kenapa gagal dana juga belum masuk,negatif

107,seperti robot tidak jawab tanya minta ktp aja trus saya butuh jelas masalah saya tunggu telpnya kenapa tidak berani kontak,negatif

108,hati jual di shopee transaksi sdh selesai tp dana di tahan gk masuk saldo seller cuma jual dishopee yg seperti ini jual di aman aja gk ada tuh tahan uang seller parah sih liat gk profesional,negatif

109,weisss cepet juga lu min,positif

110,maaf min bisa bantu jelas apakah dana sudah refaun ke akun saya,netral

111,maksud gimana ya saya tunggu telp jelas akun dalam rumah tidak boleh dapat cashback atau bagaimana minta ktp akun lain di akun saya,negatif

112,kendala sama udah x bikin emosi terus dm lama dibales telp cs gak tau nomor,negatif

113,ringtone defaultnya pengang amat di telinga bikinin opsi ganti ringtone di appnya dong,negatif

114,wakakaka maap marah ya mas mbak abis aku tu capek wkwk,negatif

115,sdh brp kali sy jelas sy sdh hubung jual tapi sampai skr tdk ada tanggap,negatif

116,tuh aku dah komplain total kali tetep gabisa memang sistem,negatif

117,sdh brp kali sy jelas sy sdh hubung jual tapi sampai skr tdk ada tanggap,negatif

118,mohon cek kembali dm nya kak,netral

119,udah daritadi kak coba tolong respon yaa,negatif

120,halo min mau tanya kalau transaksi pakai ovo points lalu batal saldo yg masuk telah direfund itu ke saldo apa ya thank you,netral

121,positiferihal beli pulsa aja esmosi betul saya sama tokopedia,negatif

122,di dm saya belum masuk,negatif

123,cara ngilangin bayar bri ceria bagaimana ini saya saya mau pilih bayar yang lain tidak bisa,negatif

124,saya sudah kirim email kali kalimengirimkan bukti juganetralp responnya mengecewakanbahkan saya di kasih waktu smpe jam oleh apabila tdk bisa tunjuk bukti jadi sukses pembeliannyabagaimana ya baik,negatif

125,kronologi saya beli barang yg di gadang barang asli netralernyata waktu barang tibabarangnya palsu di saat saya minta tolong di cancel dr pihak syarat tele telejelas dr boxnya pun sudah lihat palsu,negatif

126,dm nya belum masuk,negatif

127,tolong di cancel transaksi saya dengan no ini,netral

128,saya minta bantu kepada untuk gagal transaksi saya dengan code bagai berikutkarena yg saya order tidak sesuai dengan yg di kirimdan saya tlp tidak meresponnetralerima kasih,negatif

129,min tolong bales dm saya padahal saya udh nge mention brp kali,negatif

130,mohon bantuanya saya komplain melaui email tp banyak sekali yany harus di lengkap dan ulang syaa tlp ke no call center tidak ada yang angkat bagaimana ini,negatif

131,min tampil enak yg lama yg sekarang jd lelet gitu,negatif

132,knp sih hr ini verifikasi pin ovo loading lama banget dan gagal sudah coba clear cache dan reinstall masih gitu jg,negatif

133,saya tidak bisa guna kode voucher yg dapat pada ivrxxiiii bagaimana cara,netral

134,siang admin cara dapat voucher tambah daya pln buat program super electrilife gimana ya cara sy ada beli elektronik tapi tidak dapat voucher,netral

135,maksud jam baik gmn emang ini lg baik atau gmn,negatif

136,ini knp ya koq gagal terus,negatif

137,yg jawab robot toko yg beneran jujur d suspend capek deh,negatif

138,misi min ini mau bayar kog g bisa ya saya sudah kealfamart tp g bisa kata,negatif

139,beneran kan om pagi ini kupon om pasti ud muncul lagi tapi kupon om yang valid sampe kemarin hilang dan gak bisa pake memang tuju cuma mau bikin basi kupon kemarin makanya ane blg lg habis modal wkwkwk,negatif

140,min sy uda pilih kirim reguler ongkir rb utk dalam pulau yg sama dari toko yg pake logo gratis ongkir dan jml belanja sdh lebih dr rb tp kok di daftar biaya ongkirnya mas tetep rb ga ada potong ongkirnya,negatif

141,min saya mau beli barang terus pake kirim gratis ongkir tapi kurir kirim pilih otomatis antaraja saya mau pake gratis ongkirnya sicepat aja bisa ga,negatif

142,rt preventive nya tokped bagus lah ya buat detail mungkin,positif

143,efek akan merger dengan gojek,negatif

144,sejak kemarin malam selalu gagal pas mau checkout di pakai,negatif

145,halo min ini voucher hasil top quest saya kok ga ada ya pdhl blm dipake,negatif

146,kupon yg saya dapet dari selesai tantang official store kok gak ada semua min kemarin siang belum maintenance masih ada ini saya lihat siang ini udah gak ada padahal saya belum pakai masa aktif juga kan sampai akhir bulan gimana nih min,negatif

147,bayar tagih kartu kredit mandiri di tokped bisa bayar pake metode transfer bca,netral

148,min komplain sudah lebih dari hari kerja loh kapan mau selesai apalagi yg tunggu,negatif

149,pasti oh ya dr awal sampai akhir komunikasi kata maaf satu aja ga lontar lho luar biasa,negatif

150,enak ya main tuduh tuduh aja punya akun ganda padahal akun cuma dan lama ini pakai promo cashback lancar terus kalo emg gamau kasih cashback ilangin aja program payah,negatif

151,wah minta hukum aja tuh seller nya niat ga baik,negatif

152,padahal saya ga nanya apaapa tenang min sdh dihandle sama dik cahya kok ntar kalau ada apaapa saya info ya makasih banyak lho atensi,positif

153,ini ubah tampil kok tombol promo jadi hilang ya kalau mau cari page promo dari android cari dmn ya,netral

154,min sya mau bayar pke ovo dri kemarin kok gabisabisa,negatif

155,tapi tokped keren sih lindung kostumernya bagus banget,positif

156,dapet figur yang sama tapi kw bukan original banda,negatif

157,jd skr resolusi seller ksh alamat buat gue retur barang nanto toped lepas balik dana refund ke gue ya rugi waktu jadi ama emosi dikit hahaha tuduh boong ama seller,negatif

158,permisi mau nanya boleh daftar jadi official store tapi toko baru buka nggak belum ada transaksi jual atau produk akan mulai jual jika toko sudah jadi official store,netral

159,terima kasih telah tani saya lama beberapa tahun tapi di karena tokopedia banyak masalah antara ketika saya guna promo vouchee cashback dari tokped harus hubung cs amp klaim gugat,negatif

160,saya juga mesti masih punya kupon cashback hingga rb buat official store dapet dari jalanin tantang itu ga balik juga abis pelihara sistem,negatif

161,min ini pelihara sistem dah kelar kupon saya banyak ga balik pdhl mau beli pulsa kemarin ini punya kupon diskon rb buat beli pulsa min rb skrg gaada pdhl kalo ga salah inget laku sampe tgl maret,negatif

162,makas cahya dari pusat resolusi sdh lindung kami prompt response,positif

163,kacaaaw pernah juga begini pas beli figur monster ultraman tapi ga pikir komplen,negatif

164,ada seller di toped iklan barang ori di judul maupun deskrispi pesan datang kw gue komplain eh dia ganti deskripsibahwa yg jual kw kata gue ga baca deskripsi admin mutusin seller ada data ganti deskripsi telah komplain retur refund,positif

165,sekarang udh ngga bisa pake ovo ya gagal terus saya min,negatif

166,hi kenapa saya mau ubah nomor telefon tidak bisa terus ya nomor lama saya sudah tidak aktif soal terimakasih,negatif

167,mimin kenapa apl tokopedia saya tidak bisa laku bayar padahal saya sudah delete ampinstal lagi apl nya,negatif

168,saya mau laku bayar pake ovo tapi sulit sekali veriikasi pin nya kenapa yah,negatif

169,min pelihara sistem tokopedia sampai kapan ya tadi masukin kode promo kupon gak bisa ada terang beberapa kupon mungkin tidak muncul karena pelihara jaring,negatif

170,ngapain ku masuk pusat resolusi ini bukan salah seller jadi ga perlu saya selaku buyer bikin komplain yg melibatkanbl seller ini kalian yang harus hubung itu pihak kurir aku bagai buyer yo males hubung pihak kurir ini ganti aja udah,negatif

171,ini kenapa gx bisa bayar terus kalo pake vpn baru bisa bayar aneh,negatif

172,halo kupon saya banyak yang belum balik nih tolong cek dm tks,negatif

173,min kerja sama akulaku ke min mau belanja pakai akulaku jadi pindah ke platform lain,negatif

174,paket saya kok tidak gerak,negatif

175,parah sih ini udah dari rabu ke rabu belum sampai juga jangan tanya lagi no tuh baca dm dengan dari kemarin mati sudah ini taneman monstera gua bangsat,negatif

176,halo min sya dah pake kupon mega cashback produk travel amp entertainment stelaha sya pake kupon masih sedia di list kupon saya apakah itu arti kupon masih bsa sya pakai kembali,netral

177,aku beres latih dari tanggal kak belum juga masuk sertifikat aduh gimana dong,negatif

178,kalo pake browser gada bebas ongkir ya kan pake tokped biar ada itu min ada masalah kah di app nya asa lebih ribet,negatif

179,kenapa sudah saya refresh keranjang tetep aja kupon ga mau masuk padahal sudah penuh syarat minimal belanja,negatif

180,terimakasih min,positif

181,bales dong dm saya minnn,negatif

182,min min kenapa mohon ganti nomor saya tolak nama akun saya dengan ktp emang beda karena itu cuma nama samar,netral

183,amiinn terima atas doa min moga tokopediq juga makin lancar jaya,positif

184,kak mw tanya kenapa tidak muncul riwayat beli latih yg guna saldo prakerja di transaksi latih mohon bantu kak mkasih,negatif

185,saya masuk orang yang harus target lebih tinggi karena sudah nanti sama kasih ke pelamin,positif

186,belum ada dm min,negatif

187,sy mah yakin itu jurus bim salabim nya buat ngeles gak bakal muncul lg kupon om sampe basi malem ini wkwkwk,negatif

188,ini kenapa ya jaring atau koneksi saya lg bagus btw,negatif

189,habis modal gpp tapi ya jgn hilang kupon yg dapat krn kita rajin belanja sia kan belanja di official store ngumpulin kupon diskon tahap jgn tiba bubar jalan merger dgn gojek pula bkn dgn grab kan mantul tuh kalau raja cashback n ratu cashback gabung,negatif

190,saya alhamdulillah udh keluar di dashboard kak barusan saya cek memang kakak udah nyelesaiin latih dri kapan ini saya hari ke baru keluar sertifikat di dashboard kak moga punya kakak juga cepet keluar yaa,positif

191,belum solved nih sampai sekarang kupon mega cashbacknya yang harus hari ini akhir masih bisa guna masih tidak bisa akses,negatif

192,lagi ada ganggu tiap transaksi muncul web page not available,negatif

193,udah di jawab,positif

194,udh dibls min cek dm lg ya mksh,positif

195,min kok tadi sore rumah saya dapet ini dari tokopedia amp saya juga gak belanja di tokopedia,negatif

196,lagi habis modal om yang begini aj ngajak dm wkwkwk doyan ngamar,negatif

197,lagi habis modal kaya om,negatif

198,hi kupon saya kok hilang kalau sudah ganti hari bagaimana ini karena maintenance expire hari ini,negatif

199,min program electrilife dari pln itu gmn proses,netral

200,kak saya suda balas,positif

201,ini kupon nya maintenance sampe kapan ya kupon g pd ilang nih,negatif

202,asa lagi di mall mall yg masuk di batesin dan mesti antri karena atur psbb,negatif

203,makasih min,positif

204,dari ovo ganti jadi gopay,netral

205,min cb ovo ku ko ga masuk,negatif

206,ga bantu dah,negatif

207,adu saya no sampai mana progres kok gak ada kabar,negatif

208,minta info nya kalo gak pernah login ke akun toko otomatis tutup dalam waktu berapa bulan ya,netral

209,mana punya bbrp kupon megacashback yg mau pakai hari ini krn expire hari ini,negatif

210,terima kasih tumben gercep,positif

211,iya sama nih kasus,netral

212,siap sudah saya balas terima kasih,positif

213,selamat malam pelihara sistem di bagi kupon ini sampai kapan ya kupon cashback yang saya lingkar tidak ada di dalam kupon yang saya milik mohon jelas,negatif

214,gw keluarga udah ungsi semua ke lapak tetangga online shop paling gak fair keluarga tinggal rmh msg punya akun pribadi dan ud verifikasi pake ktp tiap x transaksi pake promo jegal sama data mesti komplain dulu kaya ngemis aj baru bayar sistem gembeeel,negatif

215,halo min kupon kpan bisa akses lagi ya,negatif

216,status kirim paket saya no tknx bagaimana ya kok saya tracking hanya shipping di,netral

217,kok saya mau beli barang pake ovo sudah ga bisa efek merger ama,negatif

218,sampe kapan main tenis min mau blanja jadi males nih kalo tetep ga nongol saya pindah aja ke tetangga oranye belanja kupon selalu ada,negatif

219,min ko cb ovo points aku ga masuk,negatif

220,ovo udh ga bsa,negatif

221,rt mimin sih semangat terus makas yaa ada yang udah mutermuter hpnya juga buat nemuin pesan rahasia dari mimin,positif

222,pelihara sistem sampe kapan ya mau pake kupon soal,negatif

223,mohon info email tokopedia untuk aju sertifikat polis proteksi tagih min informasi dari premiro sertifikat tsb dapat dari tokopedia terima kasih,netral

224,apakabar paket saya nih tolong di bantu nasib paket saya,negatif

225,min ini kenapa kupon saya kok hilang semua dan cuma disisain satu aja kupon saya harus ada ketika buka kok cuma doang,negatif

226,cek dm min butuh bantu,negatif

227,rt udah cek info fitur wawas produk dari mimin fitur apalagi yang kalian ken bahas reply di sini yaa,netral

228,idol group tanah air dong,positif

229,belum ada kendala kakak cuma nanya saja proteksi elektronik bisa mengcover kasus barang palsu apa tidak,positif

230,kupon saya pada hilang mana,negatif

231,ok terima kasih kak,positif

232,belanja bulan ini sungguh ugalugalan top quest selesai semua,positif

233,rt udah cek info fitur wawas produk dari mimin fitur apalagi yang kalian ken bahas reply di sini yaa,positif

234,halo ini kupon kok tidak bisa akses ya,netral

235,tolong tanya min saya order barang terus pihak jual nyuruh saya buat cancel order karna pihak jual ada salah menginput stok barang saya pake voucher rb kalo dicancel vouchernya hangus dong,netral

236,baru pada masuk min thanks yak,positif

237,selamat sore yang hormat kok refund tiket pesawat lama sekali ya sudah lebih dari hari saya refund nya tanggal desember mohon jelas,negatif

238,woke sudah saya balas,positif

239,yuk dus gemesnya buat siap lebaran link toko cek profil ya,positif

240,min tolong di kembali inv selisih ongkir selalu dengan dan pasti yg selisih kirim jauh alias luar kota padahal pake ekspedisi lain gk pernah kena selisih,negatif

241,min ini kenapa bayar via ovo kok gagal muat halaman terus ya,negatif

242,min check dm nya masa member diamond dicuekin,negatif

243,positifaling males emang kalo komplen di olshop karena lama banget proses dan ga bisa telpon juga cc,negatif

244,beres dulu masalah baru kami hapus biar seller lain bisa lihat dan bisa lebih berhatihati juga hadap masalah ini,negatif

245,sudah kami dm ke kakak mohon segera bantu,positif

246,selamat sore untuk cetak etbpkp ini id kesah yg tulis yg mana ya di bukti bayar lalu tokopedia tidak ada bukti bayar yg kirim di sms tdk sengaja hapus saat mau cetak mohon bantu terima kasih,negatif

247,kupon pada ilang kenapa ya min,negatif

248,min saya kemarin refund order ini tp ganti ongkir kirim balik barang nya kok blm masuk ya saya udah upload foto ktp,negatif

249,tolong temen saya ya min,netral

250,system tokopedia potong ongkir lebih besar dari harus padahal berat sesuai gram,negatif

251,mau min,positif

252,nyata bukan cuma saya yang pakai kupon cashback dan transaksi hasil tapi benefit dari cashbacknya belum masuk banyak nih dan ini salah satu yang baru tokped kok banyak problem sekarang mana reksadana situ pula lagi,negatif

253,tuju dong mintoooo,positif

254,kalau daftar jd seller tp pakai nama usaha tetap hrs pakai ktp min ktp siapa,netral

255,slamat siang admin bayar bsi ebanking blm sedia di tokped ya bank asal saya mandiri syariah sudah pilih metode bayar ke mandiri syariah selalu gagal,negatif

256,halo kenapa gabisa buka emas gua nemu bug nih harus dapet duit hahaha,positif

257,saya kan seller ini mau ngirim paket guna tik apakah perlu bayar ongkir ke sedia kirim apa tidak ya,netral

258,jawab via dm koq template banget ya sudah di cek belum koq bisa saran saya aktif diskus ini tanda anda tidak cek langsung ke transaksi yang maksud,negatif

259,min tokopedia ku kogaada fitur pop up yang muncul di screen hp walopun appnya gakebuka sih min,negatif

260,min kok belum dapet cashback yak,negatif

261,hai min sy transaksi bayar cc dengan tokopedia sudah guna kupon cashback bayar ada notifikasi selesai dr tokopedia tapi ko cashback nya belum masuk ya biasa langsung masukk,negatif

262,sy sdh hubung store vjcomp via chat tapi tdk ada tanggap sy harap tidak lepas tanggung jwb jg atas transaksi tsb krn sy hak tanya garansi beli brg tsb sesuai hukum laku,negatif

263,sudah hari belum kirim,negatif

264,sy mau nanya soal garansi vga yg pernah sy beli di krn bln beli vga ini sdh ga bisa connect ke monitor dgn semua output hdmidvidp bukti video akan sy kirim dan kurang bayar,negatif

265,hai min saya mau ngirim lapor tugas akhir teliti kena tokopedia nih ada alamat email yg bisa hubung ga,positif

266,halo kok cashbacknya belum saya terima ya,negatif

267,kok skrg cashback transaksi ga pernah masuk ya pdhl pake kode voucher,negatif

268,mmg yg brand bro cuma kw gw pnh bl kek gt pas nyampe ditest speednya ktauan nih brg aspal lsg gw retur n report ke toped tp ya gitu deh gak ada pnindakan,negatif

269,halo kak selamat siang saya ken tanya kenapa saya mau aktivasi ovo tidak bisa,negatif

270,minkok belum dpt cashback yabiasa mnt sudah dapat loh bgmn ini,negatif

271,ok noted telkomnya masalah pake telkomsel lancar makasih ya,positif

272,plissss read dm akuuuuu,negatif

273,cara komplain barang belum sampai gimana ya kak saya beli dri tgl turut tokopedi estimasi sampai paling telat tanggal,negatif

274,apakah cek out ovo via tokopedia app sedang masalah,negatif

275,maaf kak belum ada dm masuk,negatif

276,min maaf mau nanya kenapa gin terus ya pas klik bayar,negatif

277,dear admin hari ini liat promo cashback di apk tapi pas udah hasil kok cashbacknya ngga langsung masuuk,negatif

278,karena error nya ga bisa tangkap dari screenshot aja video nya udah saya upload ke streamable dan saya kirim ke dm bisa cek ya dm nya,negatif

279,selamat siang admin saya mau tanya bagaimana cara buat akun tokopedia yang baru karna akun yang lama sudah tidak bisa buka lagi dengan nomor hp yang sama,netral

